EmployeeNumber,Gender,City,JobTitle,DepartmentName,StoreLocation,Store Lat,Store Long,Division,Age,LengthService,AbsentHours
581,M,Vallican,Cashier,Customer Service,Trail,47.783,-95.698,Stores,49,4.58,64.28
582,F,Abbotsford,Cashier,Customer Service,Abbotsford,44.944,-90.315,Stores,49,5.05,84.39
583,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,47,3.65,120.44
584,M,Langley,Baker,Bakery,Langley,48.034,-122.408,Stores,40,4.17,12.67
587,M,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,41,6.46,2.46
589,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,48,6.31,143.08
590,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,47,3.85,129.25
591,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,55,3.54,119.24
592,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,41,3.82,27.28
593,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,38,4.71,70.22
594,F,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,56,4.71,129.42
595,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,43,1.38,89.83
598,F,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,31,7.02,3.09
600,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,29,5.37,0
604,F,Cobble Hill,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,42,6.52,52.64
606,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,29,6.96,0
607,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,43,3.28,64.67
611,M,Richmond,Cashier,Customer Service,Richmond,37.546,-77.453,Stores,22,4.59,0
613,F,Abbotsford,Cashier,Customer Service,Abbotsford,44.944,-90.315,Stores,40,3.08,79.85
614,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,37,2.3,55.35
615,F,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,48,3.74,149.11
616,F,Abbotsford,Cashier,Customer Service,Abbotsford,44.944,-90.315,Stores,42,6.48,62.32
617,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,50,4.96,61.32
619,M,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,40,3.98,23.81
621,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,37,1.74,10
622,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,45,5.31,43.52
623,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,48,3.94,24.08
624,M,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,44,4.61,39.54
627,M,Mayne Island,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,59,4.66,119.08
628,F,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,47,4.38,67.85
630,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,45,4.14,47.8
631,M,Bamfield,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,40,6.29,90.16
632,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,35,5.51,27
633,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,44,6.01,13.41
642,F,Surrey,Cashier,Customer Service,Surrey,48.236,-101.133,Stores,57,1.79,125.18
644,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,41,6.34,40.71
646,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,57,5.36,148.15
651,F,Richmond,Cashier,Customer Service,Richmond,37.546,-77.453,Stores,57,3.64,179.31
655,M,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,40,5.7,51.19
656,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,33,4.24,6.65
658,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,46,6.17,89.48
659,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,63,2.7,228.57
662,M,Langley,Baker,Bakery,Langley,48.034,-122.408,Stores,40,6.33,54.91
663,F,Westwold,Cashier,Customer Service,Vernon,41.838,-72.457,Stores,47,3.07,70.36
667,F,Surrey,Cashier,Customer Service,Surrey,48.236,-101.133,Stores,33,7.05,0
668,M,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,48,4.46,115.75
669,F,Sooke,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,26,4.34,0
670,F,Nelson,Cashier,Customer Service,Nelson,34.38,-84.372,Stores,25,2.74,0
674,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,34,4.36,0
676,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,43,2.07,67.85
680,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,51,7.65,106.65
681,M,Abbotsford,Cashier,Customer Service,Abbotsford,44.944,-90.315,Stores,47,3.47,76.82
686,F,Surrey,Cashier,Customer Service,Surrey,48.236,-101.133,Stores,46,6.85,82.2
687,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,33,5.45,25.85
688,F,Vernon,Cashier,Customer Service,Vernon,41.838,-72.457,Stores,43,5.2,46.7
691,M,Fulford Harbour,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,61,7,146.87
692,F,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,30,6.74,36.37
693,F,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,32,6.48,11.97
694,F,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,33,5.23,24.77
697,M,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,23,4.74,0
699,F,Abbotsford,Cashier,Customer Service,Abbotsford,44.944,-90.315,Stores,44,3.36,95.37
701,F,Richmond,Cashier,Customer Service,Richmond,37.546,-77.453,Stores,49,5.35,102.87
702,M,Surrey,Cashier,Customer Service,Surrey,48.236,-101.133,Stores,36,2.75,48.73
710,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,39,2.14,105.48
711,M,Sidney,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,50,6.07,102.66
713,F,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,63,4.23,180.48
714,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,48,5.05,70.67
715,F,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,29,6.13,0
716,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,48,9,108.9
717,F,Richmond,Cashier,Customer Service,Richmond,37.546,-77.453,Stores,52,6.71,111.85
719,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,50,1.26,81.71
721,F,Vernon,Cashier,Customer Service,Vernon,41.838,-72.457,Stores,55,2.59,120.6
722,F,Langley,Baker,Bakery,Langley,48.034,-122.408,Stores,39,5.23,38.48
723,F,Richmond,Cashier,Customer Service,Richmond,37.546,-77.453,Stores,34,8.07,79.49
724,F,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,36,4.9,61.75
725,F,Surrey,Cashier,Customer Service,Surrey,48.236,-101.133,Stores,39,4.06,54.48
729,F,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,40,5.38,64.34
731,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,40,4.26,54.75
732,M,Surrey,Cashier,Customer Service,Surrey,48.236,-101.133,Stores,45,5.06,23.2
733,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,41,3.65,32
734,F,Surrey,Cashier,Customer Service,Surrey,48.236,-101.133,Stores,54,5.79,85.08
735,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,21,7.53,0
737,F,Richmond,Cashier,Customer Service,Richmond,37.546,-77.453,Stores,54,7,137.61
738,F,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,45,6.39,90.44
739,F,Richmond,Cashier,Customer Service,Richmond,37.546,-77.453,Stores,47,3.87,93.55
741,M,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,47,4.64,3.97
742,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,44,4.71,47.76
743,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,52,4.14,41.91
747,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,54,0.09,144.79
748,M,White Rock,Baker,Bakery,White Rock,45.925,-96.576,Stores,52,4.08,82.61
750,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,45,6.34,94.57
751,F,Abbotsford,Cashier,Customer Service,Abbotsford,44.944,-90.315,Stores,41,3.99,90.14
752,F,Genelle,Cashier,Customer Service,Trail,47.783,-95.698,Stores,42,7.33,72.94
755,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,49,5.92,89.64
756,F,Fort Langley,Baker,Bakery,Langley,48.034,-122.408,Stores,29,3.8,22.13
757,F,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,50,5.08,173.71
759,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,29,5.93,1.99
760,M,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,45,5.96,89.39
762,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,40,4.49,97.88
764,M,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,42,3.41,12.26
768,M,Rossland,Cashier,Customer Service,Trail,47.783,-95.698,Stores,51,4.37,51.7
770,M,Surrey,Cashier,Customer Service,Surrey,48.236,-101.133,Stores,50,3.18,45.19
773,F,Surrey,Cashier,Customer Service,Surrey,48.236,-101.133,Stores,67,5.41,184.58
774,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,46,3.68,110.03
776,M,Langley,Baker,Bakery,Langley,48.034,-122.408,Stores,43,3.21,41.66
777,M,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,34,3.42,33.32
778,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,42,5.89,73.7
780,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,37,6.07,0.95
781,F,Langley,Cashier,Customer Service,Langley,48.034,-122.408,Stores,43,4.22,29.2
782,M,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,54,1.52,84.37
786,F,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,44,1.73,49.94
787,M,Rossland,Cashier,Customer Service,Trail,47.783,-95.698,Stores,59,6.11,149.79
789,F,Vernon,Cashier,Customer Service,Vernon,41.838,-72.457,Stores,47,4.45,46.51
791,F,Abbotsford,Cashier,Customer Service,Abbotsford,44.944,-90.315,Stores,41,6.45,0
792,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,27,5.67,0
794,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,33,6.97,22.48
795,F,Ganges,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,57,5.76,205.8
796,F,Ladysmith,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,49,4.51,122.94
797,M,Langley,Cashier,Customer Service,Langley,48.034,-122.408,Stores,47,4.17,74.81
798,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,31,2.79,0
801,F,Chemainus,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,50,2.63,141.31
802,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,39,4.04,91.87
803,M,Langley,Cashier,Customer Service,Langley,48.034,-122.408,Stores,34,5.88,26.43
805,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,26,4.75,0
807,F,Langley,Cashier,Customer Service,Langley,48.034,-122.408,Stores,33,2.77,0
808,M,Fulford Harbour,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,60,4.47,155.89
809,M,Surrey,Cashier,Customer Service,Surrey,48.236,-101.133,Stores,35,5.8,0
811,M,Abbotsford,Dairy Person,Dairy,Abbotsford,44.944,-90.315,Stores,48,4.33,54.84
812,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,57,5.67,107.53
813,F,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,40,6.3,5.54
815,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,55,3.45,107.83
816,F,Richmond,Cashier,Customer Service,Richmond,37.546,-77.453,Stores,38,2.02,35.01
817,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,48,2.97,106.97
818,M,Abbotsford,Dairy Person,Dairy,Abbotsford,44.944,-90.315,Stores,59,3.82,161.25
821,M,Surrey,Cashier,Customer Service,Surrey,48.236,-101.133,Stores,32,4.78,0.4
831,F,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,31,5.31,0
833,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,43,6.19,13.09
836,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,43,5.69,71.97
838,F,Fulford Harbour,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,37,4.81,66.47
840,M,Langley,Cashier,Customer Service,Langley,48.034,-122.408,Stores,31,5.12,38.4
842,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,40,4.99,23.92
844,F,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,36,6.78,53.04
845,F,Rossland,Cashier,Customer Service,Trail,47.783,-95.698,Stores,41,7.47,59.56
848,F,Abbotsford,Dairy Person,Dairy,Abbotsford,44.944,-90.315,Stores,38,7.24,2.55
849,F,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,49,4.97,105.02
850,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,59,2.96,196.11
851,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,46,4.82,65.39
860,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,44,5.36,58.02
863,F,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,53,2.64,122.88
868,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,51,2.52,122.56
869,M,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,53,6.65,54.57
870,M,Princeton,Cashier,Customer Service,Princeton,40.35,-74.659,Stores,55,4.56,98.99
874,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,49,2.37,86.91
879,F,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,43,3.95,64.02
880,F,Surrey,Cashier,Customer Service,Surrey,48.236,-101.133,Stores,45,7.22,145.6
881,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,55,3.5,105.63
882,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,50,2.49,79.08
884,F,Vernon,Cashier,Customer Service,Vernon,41.838,-72.457,Stores,36,1.91,0
886,F,Abbotsford,Dairy Person,Dairy,Abbotsford,44.944,-90.315,Stores,39,2.31,30.67
887,M,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,19,5.29,0
888,M,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,53,4.48,75.06
890,M,Cobble Hill,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,53,6.11,74
891,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,38,4.07,49.19
892,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,41,3.23,9.19
895,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,36,4.46,59.32
897,F,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,34,1.99,11.48
903,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,54,3,156.29
904,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,51,5.67,122.65
905,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,36,2.95,1.26
907,M,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,29,3.56,0
909,M,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,38,5.24,47.49
911,F,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,50,7.48,128.58
912,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,37,5.33,71.47
915,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,63,2.49,187.18
918,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,24,5.5,0
921,M,Surrey,Cashier,Customer Service,Surrey,48.236,-101.133,Stores,53,5.53,126.48
923,F,Surrey,Cashier,Customer Service,Surrey,48.236,-101.133,Stores,42,7.89,54.13
925,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,43,3.84,56.75
926,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,37,5.87,0
927,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,42,3.93,61.66
928,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,49,4.15,66.05
929,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,45,3.29,61.02
931,F,Castlegar,Dairy Person,Dairy,Trail,47.783,-95.698,Stores,47,5.24,55.77
936,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,29,7.22,0
937,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,37,3.06,11.15
940,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,37,4.41,59.85
941,M,Abbotsford,Dairy Person,Dairy,Abbotsford,44.944,-90.315,Stores,49,3.63,120.88
947,F,Nelson,Dairy Person,Dairy,Nelson,34.38,-84.372,Stores,43,4.26,77.92
948,M,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,49,1.61,44.22
949,F,Richmond,Cashier,Customer Service,Richmond,37.546,-77.453,Stores,45,5.33,49.25
952,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,48,3.34,49.62
954,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,17,5.39,0
959,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,35,2.51,30.85
960,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,43,2.64,85.51
963,M,Richmond,Cashier,Customer Service,Richmond,37.546,-77.453,Stores,37,7.44,64.78
965,F,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,16,5.45,0
966,F,Victoria,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,56,6.81,93.38
967,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,57,2.75,136.82
968,F,Surrey,Cashier,Customer Service,Surrey,48.236,-101.133,Stores,45,5.84,88.5
969,M,Cumberland,Cashier,Customer Service,Victoria,28.799,-97.006,Stores,47,4.16,100.5
970,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,39,7.32,44.33
971,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,49,4.48,132.76
981,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,41,4.94,35.16
983,M,Langley,Cashier,Customer Service,Langley,48.034,-122.408,Stores,52,3.1,60.4
986,M,Black Point,Dairy Person,Dairy,Vernon,41.838,-72.457,Stores,42,3.53,42.18
987,M,Surrey,Cashier,Customer Service,Surrey,48.236,-101.133,Stores,27,2.14,0
990,F,Rossland,Dairy Person,Dairy,Trail,47.783,-95.698,Stores,39,3.67,130.92
993,F,Sidney,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,31,2.53,34.71
994,F,Nelson,Dairy Person,Dairy,Nelson,34.38,-84.372,Stores,42,7.8,36.56
995,F,Ladysmith,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,36,4.59,54.35
997,M,Grand Forks,Baker,Bakery,Grand Forks,47.924,-97.031,Stores,41,9.54,16.99
999,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,39,4.98,88.22
1000,F,Ganges,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,45,6.43,104.37
1002,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,57,4.64,152.89
1003,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,35,5.29,20.92
1004,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,31,4.21,22.41
1006,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,53,7.93,61.4
1007,F,Abbotsford,Dairy Person,Dairy,Abbotsford,44.944,-90.315,Stores,13,5.36,0
1011,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,36,3.99,56.19
1012,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,50,2.81,101.31
1013,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,42,7.19,60.06
1014,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,47,7,59.17
1015,F,Surrey,Cashier,Customer Service,Surrey,48.236,-101.133,Stores,25,6.32,25.91
1018,F,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,52,3.35,146.86
1021,F,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,36,7.13,44.02
1022,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,25,5.57,8.48
1025,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,22,3.74,0
1027,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,52,5.15,97.11
1030,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,25,3.97,0
1034,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,42,0.46,42.63
1036,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,29,3.48,0
1038,M,Abbotsford,Dairy Person,Dairy,Abbotsford,44.944,-90.315,Stores,42,7.37,25.78
1039,F,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,65,4.08,195.17
1041,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,42,6.76,81.27
1043,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,46,3.43,100
1045,F,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,33,2.36,24.43
1049,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,22,2.79,0
1053,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,34,2.75,36.36
1054,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,45,7.11,63.69
1055,F,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,42,4.97,66.81
1057,F,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,40,5.23,51.22
1058,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,47,3.38,117.15
1059,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,49,1.78,137.7
1061,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,59,5.29,175
1062,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,32,1.46,0
1063,M,Surrey,Cashier,Customer Service,Surrey,48.236,-101.133,Stores,16,4.04,0
1064,M,Richmond,Cashier,Customer Service,Richmond,37.546,-77.453,Stores,30,6.19,30.97
1067,M,Nakusp,Dairy Person,Dairy,Nelson,34.38,-84.372,Stores,54,7.03,132.99
1069,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,43,4.54,102.09
1070,F,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,46,4.74,62.26
1072,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,40,4.67,59.02
1077,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,43,5.06,66.97
1079,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,42,2.94,88.79
1080,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,53,3.63,102.87
1081,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,54,6.29,125.63
1084,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,54,4.15,146.89
1087,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,42,4.73,39.07
1089,M,Grand Forks,Baker,Bakery,Grand Forks,47.924,-97.031,Stores,40,5.31,37.17
1092,M,Langley,Cashier,Customer Service,Langley,48.034,-122.408,Stores,48,6.54,103.62
1094,M,Midway,Dairy Person,Dairy,Trail,47.783,-95.698,Stores,38,3.99,49.62
1095,M,Surrey,Cashier,Customer Service,Surrey,48.236,-101.133,Stores,57,3.45,130.15
1097,F,Cobble Hill,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,43,5.85,70.08
1101,F,Vernon,Dairy Person,Dairy,Vernon,41.838,-72.457,Stores,57,4.86,171.27
1102,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,45,4.33,66.11
1105,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,29,4.61,2.38
1108,M,Richmond,Cashier,Customer Service,Richmond,37.546,-77.453,Stores,44,3.32,54
1110,F,Surrey,Cashier,Customer Service,Surrey,48.236,-101.133,Stores,30,5.81,0
1115,F,Richmond,Cashier,Customer Service,Richmond,37.546,-77.453,Stores,36,3.74,30.69
1117,F,Vernon,Dairy Person,Dairy,Vernon,41.838,-72.457,Stores,52,3.11,115.97
1118,M,Richmond,Dairy Person,Dairy,Richmond,37.546,-77.453,Stores,45,3.36,80.87
1124,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,50,3.57,123.42
1125,F,Surrey,Dairy Person,Dairy,Surrey,48.236,-101.133,Stores,34,3.39,38.5
1127,F,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,59,4.79,168.75
1129,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,50,6.26,126.87
1131,F,Vernon,Dairy Person,Dairy,Vernon,41.838,-72.457,Stores,42,4.06,45.82
