EmployeeNumber,Gender,City,JobTitle,DepartmentName,StoreLocation,Division,Age,LengthService,AbsentHours
343,M,Port Mcneill,Baker,Bakery,Nanaimo,Stores,48,7.21,79.01
344,F,Fort St John,Baker,Bakery,Fort St John,Stores,47,7.31,92.25
345,F,Salmon Valley,Baker,Bakery,Prince George,Stores,65,3.69,207.36
346,F,Squamish,Baker,Bakery,Squamish,Stores,40,2.96,57.79
347,F,New Westminster,Baker,Bakery,New Westminster,Stores,45,3.47,57.47
348,F,Victoria,Baker,Bakery,Victoria,Stores,49,5.43,75.49
349,F,Victoria,Baker,Bakery,Victoria,Stores,25,3.92,0
350,M,Kelowna,Baker,Bakery,Kelowna,Stores,29,4.31,18.74
351,M,Vancouver,Compensation Analyst,Compensation,Vancouver,HumanResources,40,22.1,120.38
352,M,Vancouver,Compensation Analyst,Compensation,Vancouver,HumanResources,54,36.42,0
353,M,Vancouver,HRIS Analyst,HR Technology,Vancouver,HumanResources,58,6.32,127.14
354,M,Surrey,Baker,Bakery,Surrey,Stores,46,2.82,55.34
355,F,Vancouver,HRIS Analyst,HR Technology,Vancouver,HumanResources,62,43.74,0
356,M,Richmond,Baker,Bakery,Richmond,Stores,41,2.97,59.29
357,M,Chilliwack,Baker,Bakery,Chilliwack,Stores,48,5.37,105.19
358,F,Abbotsford,Cashier,Customer Service,Abbotsford,Stores,54,5.79,120.29
359,M,New Westminister,Baker,Bakery,New Westminister,Stores,46,6.06,96.19
360,F,Agassiz,Baker,Bakery,Chilliwack,Stores,51,3.83,146.04
361,M,Bob Quinn Lake,Baker,Bakery,Terrace,Stores,50,5.62,66.93
362,F,Vancouver,HRIS Analyst,HR Technology,Vancouver,HumanResources,63,24.19,75.95
363,F,Fort Langley,Baker,Bakery,Langley,Stores,46,3.42,105.23
364,M,Horsefly,Baker,Bakery,Prince George,Stores,47,4.27,65.2
365,M,Kelowna,Baker,Bakery,Kelowna,Stores,33,2.59,0
366,M,Avola,Cashier,Customer Service,Kamloops,Stores,55,7.58,115.6
367,F,Bear Lake,Baker,Bakery,Prince George,Stores,35,7.46,0
368,F,New Westminister,Baker,Bakery,New Westminister,Stores,38,7.16,0
369,M,Cobble Hill,Baker,Bakery,Victoria,Stores,47,4.3,112.2
370,M,Nanaimo,Baker,Bakery,Nanaimo,Stores,20,2.56,0
371,M,North Vancouver,Baker,Bakery,North Vancouver,Stores,39,6.45,57.95
372,F,Vancouver,HRIS Analyst,HR Technology,Vancouver,HumanResources,43,23.48,63.22
373,F,Victoria,Baker,Bakery,Victoria,Stores,49,4.43,73.93
374,F,Williams Lake,Baker,Bakery,Williams Lake,Stores,43,6.21,33.08
375,M,Fauquier,Cashier,Customer Service,Trail,Stores,44,2.72,96.67
376,F,Brackendale,Baker,Bakery,Squamish,Stores,31,3.79,23.75
377,M,Nanaimo,Baker,Bakery,Nanaimo,Stores,46,5.83,71.23
378,M,Victoria,Baker,Bakery,Victoria,Stores,58,7.81,95.95
379,M,Victoria,Baker,Bakery,Victoria,Stores,55,5.11,125.86
380,M,Quesnel,Baker,Bakery,Quesnel,Stores,58,5.67,114.41
381,M,Skookumchuck,Baker,Bakery,Nanaimo,Stores,49,5.43,43.81
382,F,Kamloops,Cashier,Customer Service,Kamloops,Stores,39,2.68,55.55
383,M,Huntingdon,Cashier,Customer Service,Abbotsford,Stores,48,4.62,68.91
384,F,Victoria,Baker,Bakery,Victoria,Stores,27,6.63,0
385,M,Hedley,Baker,Bakery,Princeton,Stores,23,6.48,11.07
386,F,Prince George,Baker,Bakery,Prince George,Stores,47,4.63,125.88
387,M,New Westminster,Baker,Bakery,New Westminster,Stores,39,6.29,19.46
388,F,Cranbrook,Baker,Bakery,Cranbrook,Stores,36,5.18,0
389,F,Gibsons,Cashier,Customer Service,West Vancouver,Stores,43,5.76,75.4
390,F,Nanaimo,Baker,Bakery,Nanaimo,Stores,41,6.57,94.28
391,M,Vancouver,HRIS Analyst,HR Technology,Vancouver,HumanResources,54,12.26,0
392,F,Vancouver,Investment Analyst,Investment,Vancouver,FinanceAndAccounting,64,3.57,110.14
393,M,Britannia Beach,Baker,Bakery,Squamish,Stores,46,6.19,123.1
394,M,Parksville,Baker,Bakery,Nanaimo,Stores,42,4.14,87.33
395,M,Kamloops,Cashier,Customer Service,Kamloops,Stores,25,4.21,0
396,F,Campbell River,Baker,Bakery,Nanaimo,Stores,59,5.42,115.04
397,M,Comox,Baker,Bakery,Nanaimo,Stores,17,5.66,0
398,F,Victoria,Baker,Bakery,Victoria,Stores,54,4.26,159.19
399,F,Aldergrove,Cashier,Customer Service,Aldergrove,Stores,50,3.19,128.52
400,M,Chilliwack,Baker,Bakery,Chilliwack,Stores,47,5.5,67.24
401,M,Victoria,Baker,Bakery,Victoria,Stores,28,4.54,0
402,M,Vancouver,Investment Analyst,Investment,Vancouver,FinanceAndAccounting,41,20.69,0
403,F,Decker Lake,Baker,Bakery,Prince George,Stores,54,3.65,112.42
404,F,Brackendale,Baker,Bakery,Squamish,Stores,39,4.63,14.81
405,F,Victoria,Baker,Bakery,Victoria,Stores,37,5.39,19.83
406,M,Vancouver,Investment Analyst,Investment,Vancouver,FinanceAndAccounting,57,10.7,0
407,F,Vancouver,Investment Analyst,Investment,Vancouver,FinanceAndAccounting,24,6.04,0
408,F,Port Hardy,Baker,Bakery,Nanaimo,Stores,57,5,188.81
409,F,Burnaby,Baker,Bakery,Burnaby,Stores,40,4.23,24.65
410,F,Williams Lake,Baker,Bakery,Williams Lake,Stores,38,3.9,38.98
411,M,Vancouver,Investment Analyst,Investment,Vancouver,FinanceAndAccounting,46,18.71,0
412,F,Burnaby,Baker,Bakery,Burnaby,Stores,30,1.22,0
413,M,Dawson Creek,Cashier,Customer Service,Dawson Creek,Stores,47,7.19,133.25
414,F,Flatrock,Baker,Bakery,Fort St John,Stores,37,6.65,43.05
415,M,Abbotsford,Cashier,Customer Service,Abbotsford,Stores,25,5.84,0
416,M,Vancouver,Labor Relations Analyst,Labor Relations,Vancouver,HumanResources,50,26.78,31.58
417,F,Sechelt,Cashier,Customer Service,West Vancouver,Stores,39,2.11,32.58
418,F,Princeton,Cashier,Customer Service,Princeton,Stores,49,3.9,105.27
419,M,Kelowna,Baker,Bakery,Kelowna,Stores,46,3.83,90.9
420,M,Fort Nelson,Baker,Bakery,Fort Nelson,Stores,41,2.88,64.67
421,F,Woss,Baker,Bakery,Cranbrook,Stores,42,1.26,40.36
422,M,Vancouver,Labor Relations Analyst,Labor Relations,Vancouver,HumanResources,53,16.88,0
423,M,Prince George,Baker,Bakery,Prince George,Stores,34,3.69,0
424,F,Kamloops,Cashier,Customer Service,Kamloops,Stores,35,3.54,21.78
425,M,New Westminster,Cashier,Customer Service,New Westminster,Stores,48,4.8,108.89
426,F,Surrey,Baker,Bakery,Surrey,Stores,54,5.41,111.67
427,M,Vancouver,Labor Relations Analyst,Labor Relations,Vancouver,HumanResources,56,33.69,0
428,F,Vancouver,Labor Relations Analyst,Labor Relations,Vancouver,HumanResources,55,7.18,126.59
429,M,New Westminster,Cashier,Customer Service,New Westminster,Stores,42,5.32,65.83
430,F,Vernon,Baker,Bakery,Vernon,Stores,41,4.92,89.1
431,F,Gibsons,Cashier,Customer Service,West Vancouver,Stores,44,5.59,77.99
432,F,Victoria,Baker,Bakery,Victoria,Stores,56,4.28,162.07
433,M,Slocan,Cashier,Customer Service,Trail,Stores,47,2.34,58.36
434,F,Abbotsford,Cashier,Customer Service,Abbotsford,Stores,35,4.12,13.92
435,F,Lumby,Baker,Bakery,Vernon,Stores,58,3.67,202.22
436,F,Vancouver,Labor Relations Analyst,Labor Relations,Vancouver,HumanResources,53,19.46,60.32
437,M,Surrey,Baker,Bakery,Surrey,Stores,57,3.76,154.29
438,M,Vancouver,Recruiter,Recruitment,Vancouver,HumanResources,56,21.56,73.09
439,M,Kamloops,Cashier,Customer Service,Kamloops,Stores,28,5.85,0
440,F,Vancouver,Recruiter,Recruitment,Vancouver,HumanResources,67,1,0
441,F,Decker Lake,Baker,Bakery,Prince George,Stores,43,6.35,59.14
442,M,New Westminster,Cashier,Customer Service,New Westminster,Stores,39,4.31,17.6
443,F,Chase,Cashier,Customer Service,Kamloops,Stores,32,1.57,50.38
444,F,Dawson Creek,Dairy Person,Dairy,Dawson Creek,Stores,45,5.36,116.65
445,F,Sooke,Baker,Bakery,Victoria,Stores,55,4.99,104.08
446,M,Boston Bar,Baker,Bakery,Chilliwack,Stores,29,5.38,0
447,F,Port Alberni,Baker,Bakery,Nanaimo,Stores,53,4.15,114.51
448,M,Sparwood,Baker,Bakery,Cranbrook,Stores,39,2.05,12.25
449,M,Union Bay,Baker,Bakery,Nanaimo,Stores,61,2.48,124.15
450,F,Victoria,Baker,Bakery,Victoria,Stores,45,4.45,104.3
451,F,Francois Lake,Baker,Bakery,Prince George,Stores,23,6.28,0
452,F,Vancouver,Recruiter,Recruitment,Vancouver,HumanResources,39,21.15,88.63
453,M,Vancouver,Recruiter,Recruitment,Vancouver,HumanResources,53,7.86,77.58
454,F,Aldergrove,Cashier,Customer Service,Aldergrove,Stores,36,6.02,0
455,F,New Westminster,Cashier,Customer Service,New Westminster,Stores,46,5.54,129.63
456,M,Richmond,Baker,Bakery,Richmond,Stores,62,3.13,84.83
457,F,Summerland,Baker,Bakery,Kelowna,Stores,45,5.45,82.2
458,M,Mackenzie,Baker,Bakery,Prince George,Stores,34,4.26,22.63
459,F,Montney,Cashier,Customer Service,Fort St John,Stores,39,4.69,53.18
460,M,Chief Lake,Cashier,Customer Service,Prince George,Stores,58,7.16,113.12
461,F,New Westminster,Cashier,Customer Service,New Westminster,Stores,42,8.49,96.84
462,F,Vancouver,Recruiter,Recruitment,Vancouver,HumanResources,56,4.51,93.23
463,F,Burns Lake,Cashier,Customer Service,Prince George,Stores,33,4.15,31.12
464,M,Vancouver,Systems Analyst,Information Technology,Vancouver,InfoTech,33,14.58,33.81
465,F,Port Alberni,Baker,Bakery,Nanaimo,Stores,52,5.99,164.03
466,F,Vancouver,Systems Analyst,Information Technology,Vancouver,InfoTech,39,11.78,68.6
467,F,Burnaby,Baker,Bakery,Burnaby,Stores,51,7.06,74.59
468,M,Surrey,Baker,Bakery,Surrey,Stores,30,5.69,0
469,M,Vancouver,Systems Analyst,Information Technology,Vancouver,InfoTech,42,9.35,67.18
470,M,Westwold,Cashier,Customer Service,Vernon,Stores,63,2.12,156.14
471,F,Nelson,Cashier,Customer Service,Nelson,Stores,64,4.36,142.84
472,M,Vancouver,Systems Analyst,Information Technology,Vancouver,InfoTech,38,1,0
473,F,Abbotsford,Cashier,Customer Service,Abbotsford,Stores,37,4.94,0
474,M,Vancouver,Systems Analyst,Information Technology,Vancouver,InfoTech,53,6.11,80.01
475,M,Kamloops,Cashier,Customer Service,Kamloops,Stores,38,5.95,9.28
476,M,Vancouver,Trainer,Training,Vancouver,HumanResources,50,7.18,90.37
477,M,Kaslo,Baker,Bakery,Cranbrook,Stores,31,7.36,25.89
478,F,Williams Lake,Cashier,Customer Service,Williams Lake,Stores,45,5.19,99.12
479,F,Invermere,Cashier,Customer Service,Cranbrook,Stores,28,3.64,0
480,F,Vancouver,Trainer,Training,Vancouver,HumanResources,53,13.52,30.62
481,F,Victoria,Baker,Bakery,Victoria,Stores,25,2.2,10.73
482,M,Creston,Cashier,Customer Service,Cranbrook,Stores,41,3.61,70.64
483,M,Vancouver,Trainer,Training,Vancouver,HumanResources,56,19.46,0
484,F,Surrey,Baker,Bakery,Surrey,Stores,31,4.67,23.91
485,F,Terrace,Baker,Bakery,Terrace,Stores,50,6.99,118.45
486,M,Vancouver,Trainer,Training,Vancouver,HumanResources,55,36.75,50.27
487,M,Langley,Baker,Bakery,Langley,Stores,38,3.58,11.81
488,M,Surrey,Baker,Bakery,Surrey,Stores,28,2.12,0.99
489,F,Beaver Valley,Cashier,Customer Service,Williams Lake,Stores,35,2.87,37.08
490,M,Langley,Baker,Bakery,Langley,Stores,35,6.18,0.03
491,M,Oyster River,Baker,Bakery,Nanaimo,Stores,28,5.46,0
492,M,Agassiz,Baker,Bakery,Chilliwack,Stores,36,4.35,37.16
493,M,Victoria,Baker,Bakery,Victoria,Stores,50,4.98,100.5
494,M,Vancouver,Trainer,Training,Vancouver,HumanResources,53,4.76,106.11
495,M,Vancouver,Trainer,Training,Vancouver,HumanResources,50,31.9,0
496,F,New Westminster,Cashier,Customer Service,New Westminster,Stores,41,3,67.65
497,M,D'arcy,Baker,Bakery,Squamish,Stores,54,5.73,129.75
498,F,Burnaby,Baker,Bakery,Burnaby,Stores,40,4.32,77
499,M,Surrey,Baker,Bakery,Surrey,Stores,35,5.16,48.84
500,M,Winfield,Baker,Bakery,Kelowna,Stores,41,6.43,52.38
501,F,Vancouver,Trainer,Training,Vancouver,HumanResources,51,12.86,84.3
502,F,Vancouver,Trainer,Training,Vancouver,HumanResources,41,10.82,57.05
503,F,Fort St John,Cashier,Customer Service,Fort St John,Stores,30,2.9,31.12
504,F,Logan Lake,Cashier,Customer Service,Kamloops,Stores,43,6.82,53.08
505,F,Vancouver,Trainer,Training,Vancouver,HumanResources,48,27.18,0
506,F,New Westminster,Cashier,Customer Service,New Westminster,Stores,46,3.73,81.2
507,M,Burnaby,Baker,Bakery,Burnaby,Stores,46,6.64,44.21
508,F,Prince George,Cashier,Customer Service,Prince George,Stores,66,4.76,169.77
509,M,Williams Lake,Cashier,Customer Service,Williams Lake,Stores,41,4.99,79.44
510,F,Aldergrove,Cashier,Customer Service,Aldergrove,Stores,43,2.99,71.06
511,F,Campbell River,Baker,Bakery,Nanaimo,Stores,52,3.27,123.7
512,F,Haney,Baker,Bakery,Haney,Stores,27,3.59,0
513,F,Fort St John,Cashier,Customer Service,Fort St John,Stores,42,6.24,83.6
514,M,Abbotsford,Cashier,Customer Service,Abbotsford,Stores,14,1.97,0
515,F,Burnaby,Baker,Bakery,Burnaby,Stores,25,4.01,45.31
516,F,Kamloops,Cashier,Customer Service,Kamloops,Stores,38,5.37,69.66
517,M,Woss,Cashier,Customer Service,Cranbrook,Stores,44,2.11,26.03
518,M,North Vancouver,Cashier,Customer Service,North Vancouver,Stores,42,4.16,50.58
519,F,Vancouver,Trainer,Training,Vancouver,HumanResources,42,22.56,45.89
520,F,Vancouver,Baker,Bakery,Vancouver,Stores,56,3.43,133.69
521,F,Vancouver,Baker,Bakery,Vancouver,Stores,46,4.87,96.22
522,M,Vancouver,Baker,Bakery,Vancouver,Stores,42,8.67,52.62
523,M,Ganges,Cashier,Customer Service,Victoria,Stores,40,4.01,44.01
524,F,Kamloops,Cashier,Customer Service,Kamloops,Stores,40,5.83,95.21
525,M,Vancouver,Baker,Bakery,Vancouver,Stores,26,6.12,0
526,M,Bob Quinn Lake,Baker,Bakery,Terrace,Stores,37,5.49,13.6
527,M,Vernon,Cashier,Customer Service,Vernon,Stores,15,0.99,0
528,F,New Westminster,Cashier,Customer Service,New Westminster,Stores,34,2.66,52.91
529,F,Victoria,Cashier,Customer Service,Victoria,Stores,62,3.23,149.06
530,F,Vancouver,Baker,Bakery,Vancouver,Stores,34,4.52,86.24
531,M,Vancouver,Baker,Bakery,Vancouver,Stores,36,3.95,45.68
532,F,Valemount,Baker,Bakery,Valemount,Stores,43,1.09,102.77
533,M,Burnaby,Baker,Bakery,Burnaby,Stores,49,5.68,74.11
534,F,Kelowna,Baker,Bakery,Kelowna,Stores,23,2.77,0
535,F,Kelowna,Baker,Bakery,Kelowna,Stores,38,4.63,45.14
536,M,Vancouver,Baker,Bakery,Vancouver,Stores,31,4.8,5.29
537,F,Vancouver,Baker,Bakery,Vancouver,Stores,42,3.04,88.22
538,M,Terrace,Baker,Bakery,Terrace,Stores,45,4.8,62.94
539,F,Vancouver,Baker,Bakery,Vancouver,Stores,26,4.58,0
540,M,Burnaby,Baker,Bakery,Burnaby,Stores,41,5.19,63.67
541,M,Chilliwack,Cashier,Customer Service,Chilliwack,Stores,39,3.98,13.77
542,F,Vancouver,Baker,Bakery,Vancouver,Stores,50,4.8,127.21
543,F,Prince George,Cashier,Customer Service,Prince George,Stores,49,1.16,107.69
544,F,White Rock,Baker,Bakery,White Rock,Stores,33,2.69,25.99
545,F,Vancouver,Baker,Bakery,Vancouver,Stores,22,4.07,0
546,F,Castlegar,Cashier,Customer Service,Trail,Stores,37,2.53,45.85
547,M,Vancouver,Baker,Bakery,Vancouver,Stores,40,4.97,20.07
548,M,Vernon,Cashier,Customer Service,Vernon,Stores,38,1.94,50.61
549,F,Whistler,Baker,Bakery,Squamish,Stores,46,3.52,109.55
550,M,Vancouver,Baker,Bakery,Vancouver,Stores,42,5.9,56.79
551,F,Vancouver,Baker,Bakery,Vancouver,Stores,45,4.33,111.75
552,M,Nanaimo,Baker,Bakery,Nanaimo,Stores,48,3.42,76.81
553,M,Victoria,Cashier,Customer Service,Victoria,Stores,43,4.03,41.4
554,M,Vancouver,Baker,Bakery,Vancouver,Stores,47,4.08,50.99
555,M,Richmond,Baker,Bakery,Richmond,Stores,46,4.57,70.07
556,M,North Vancouver,Cashier,Customer Service,North Vancouver,Stores,45,3.43,79.58
557,F,Kamloops,Cashier,Customer Service,Kamloops,Stores,38,4.28,106.03
558,M,Nelson,Cashier,Customer Service,Nelson,Stores,39,6.22,42.17
559,F,Vancouver,Baker,Bakery,Vancouver,Stores,38,3.94,0
560,M,Victoria,Cashier,Customer Service,Victoria,Stores,54,5.9,92.47
561,F,Vancouver,Baker,Bakery,Vancouver,Stores,51,4.6,107.68
562,F,Abbotsford,Cashier,Customer Service,Abbotsford,Stores,49,2.05,69.4
563,M,Nelson,Cashier,Customer Service,Nelson,Stores,45,5.37,23.99
564,F,Kaslo,Cashier,Customer Service,Cranbrook,Stores,45,3.59,100.47
565,F,Port Alice,Baker,Bakery,Nanaimo,Stores,35,6.88,66.92
566,M,Burnaby,Baker,Bakery,Burnaby,Stores,44,5.38,87.3
567,F,Victoria,Cashier,Customer Service,Victoria,Stores,53,5.12,151.33
568,F,New Westminster,Cashier,Customer Service,New Westminster,Stores,46,5.44,33.09
569,F,Lakeview Heights,Baker,Bakery,Kelowna,Stores,12,5.76,0
570,M,Vancouver,Baker,Bakery,Vancouver,Stores,38,5.56,55.26
571,M,Campbell River,Baker,Bakery,Nanaimo,Stores,49,4.87,132.46
572,F,Vancouver,Baker,Bakery,Vancouver,Stores,35,5.49,39.14
573,F,Kelowna,Baker,Bakery,Kelowna,Stores,72,3.66,198.72
574,M,Surrey,Baker,Bakery,Surrey,Stores,56,1.48,148.79
575,M,Vancouver,Baker,Bakery,Vancouver,Stores,37,5.22,0
576,M,Chilliwack,Cashier,Customer Service,Chilliwack,Stores,32,4.03,0
577,M,Sidney,Cashier,Customer Service,Victoria,Stores,31,4.84,56.42
578,M,Vancouver,Baker,Bakery,Vancouver,Stores,56,7.04,82.69
579,F,North Vancouver,Cashier,Customer Service,North Vancouver,Stores,38,2.61,29.58
580,F,Campbell River,Baker,Bakery,Nanaimo,Stores,28,3.87,37.67
581,M,Vallican,Cashier,Customer Service,Trail,Stores,49,4.58,64.28
582,F,Abbotsford,Cashier,Customer Service,Abbotsford,Stores,49,5.05,84.39
583,F,Vancouver,Baker,Bakery,Vancouver,Stores,47,3.65,120.44
584,M,Langley,Baker,Bakery,Langley,Stores,40,4.17,12.67
585,F,New Westminster,Cashier,Customer Service,New Westminster,Stores,40,3.95,0
586,F,Chilliwack,Cashier,Customer Service,Chilliwack,Stores,37,2.08,25.73
587,M,Victoria,Cashier,Customer Service,Victoria,Stores,41,6.46,2.46
588,F,New Westminster,Cashier,Customer Service,New Westminster,Stores,48,3.58,77.95
589,F,Vancouver,Baker,Bakery,Vancouver,Stores,48,6.31,143.08
590,F,Vancouver,Baker,Bakery,Vancouver,Stores,47,3.85,129.25
591,F,Vancouver,Baker,Bakery,Vancouver,Stores,55,3.54,119.24
592,M,Vancouver,Baker,Bakery,Vancouver,Stores,41,3.82,27.28
593,M,Vancouver,Baker,Bakery,Vancouver,Stores,38,4.71,70.22
594,F,Victoria,Cashier,Customer Service,Victoria,Stores,56,4.71,129.42
595,F,Vancouver,Baker,Bakery,Vancouver,Stores,43,1.38,89.83
596,F,Duncan,Baker,Bakery,Quesnel,Stores,34,4.45,8.67
597,F,Burnaby,Baker,Bakery,Burnaby,Stores,59,4.6,166.19
598,F,Victoria,Cashier,Customer Service,Victoria,Stores,31,7.02,3.09
599,M,Chilliwack,Cashier,Customer Service,Chilliwack,Stores,44,7.97,17.2
600,F,Vancouver,Baker,Bakery,Vancouver,Stores,29,5.37,0
601,F,Canal Flats,Cashier,Customer Service,Cranbrook,Stores,42,5.22,70.03
602,M,Tofino,Baker,Bakery,Nanaimo,Stores,42,6.41,49.01
603,F,Port Coquitlam,Baker,Bakery,Port Coquitlam,Stores,45,6.12,92.27
604,F,Cobble Hill,Cashier,Customer Service,Victoria,Stores,42,6.52,52.64
605,M,Quesnel,Baker,Bakery,Quesnel,Stores,46,5.46,31.17
606,F,Vancouver,Baker,Bakery,Vancouver,Stores,29,6.96,0
607,F,Vancouver,Baker,Bakery,Vancouver,Stores,43,3.28,64.67
608,F,Golden,Cashier,Customer Service,Cranbrook,Stores,50,5.31,94.63
609,M,Kelowna,Cashier,Customer Service,Kelowna,Stores,45,5,77.51
610,M,Valemount,Cashier,Customer Service,Valemount,Stores,36,4.29,40.26
611,M,Richmond,Cashier,Customer Service,Richmond,Stores,22,4.59,0
612,F,Penticton,Cashier,Customer Service,Kelowna,Stores,39,4.97,73.44
613,F,Abbotsford,Cashier,Customer Service,Abbotsford,Stores,40,3.08,79.85
614,M,Vancouver,Baker,Bakery,Vancouver,Stores,37,2.3,55.35
615,F,Victoria,Cashier,Customer Service,Victoria,Stores,48,3.74,149.11
616,F,Abbotsford,Cashier,Customer Service,Abbotsford,Stores,42,6.48,62.32
617,M,Vancouver,Baker,Bakery,Vancouver,Stores,50,4.96,61.32
618,F,North Vancouver,Cashier,Customer Service,North Vancouver,Stores,41,1.84,110.02
619,M,Victoria,Cashier,Customer Service,Victoria,Stores,40,3.98,23.81
620,M,Cranbrook,Cashier,Customer Service,Cranbrook,Stores,53,7.25,50.58
621,M,Vancouver,Baker,Bakery,Vancouver,Stores,37,1.74,10
622,F,Vancouver,Baker,Bakery,Vancouver,Stores,45,5.31,43.52
623,M,Vancouver,Baker,Bakery,Vancouver,Stores,48,3.94,24.08
624,M,Victoria,Cashier,Customer Service,Victoria,Stores,44,4.61,39.54
625,M,Burnaby,Baker,Bakery,Burnaby,Stores,46,5.83,107.63
626,M,New Westminster,Cashier,Customer Service,New Westminster,Stores,56,3.85,83.23
627,M,Mayne Island,Cashier,Customer Service,Victoria,Stores,59,4.66,119.08
628,F,Victoria,Cashier,Customer Service,Victoria,Stores,47,4.38,67.85
629,M,Dawson Creek,Meat Cutter,Meats,Dawson Creek,Stores,46,1,94.34
630,M,Vancouver,Baker,Bakery,Vancouver,Stores,45,4.14,47.8
631,M,Bamfield,Cashier,Customer Service,Victoria,Stores,40,6.29,90.16
632,M,Vancouver,Baker,Bakery,Vancouver,Stores,35,5.51,27
633,M,Vancouver,Baker,Bakery,Vancouver,Stores,44,6.01,13.41
634,F,Chilako River,Cashier,Customer Service,Prince George,Stores,40,4.02,14.05
635,M,Kelowna,Cashier,Customer Service,Kelowna,Stores,36,5.18,23.26
636,F,Cranbrook,Cashier,Customer Service,Cranbrook,Stores,46,0.63,98.22
637,M,Penticton,Cashier,Customer Service,Kelowna,Stores,63,5.36,98.11
638,M,Fort Nelson,Baker,Bakery,Fort Nelson,Stores,45,2.55,72.63
639,F,Port Coquitlam,Baker,Bakery,Port Coquitlam,Stores,32,6.28,3.74
640,F,Burnaby,Cashier,Customer Service,Burnaby,Stores,41,3.19,71.5
641,M,Duncan,Cashier,Customer Service,Quesnel,Stores,26,5.04,0
642,F,Surrey,Cashier,Customer Service,Surrey,Stores,57,1.79,125.18
643,M,Terrace,Cashier,Customer Service,Terrace,Stores,51,4.75,73.91
644,M,Vancouver,Baker,Bakery,Vancouver,Stores,41,6.34,40.71
645,M,Nanaimo,Baker,Bakery,Nanaimo,Stores,48,4.96,73.01
646,M,Vancouver,Baker,Bakery,Vancouver,Stores,57,5.36,148.15
647,F,Port Alberni,Cashier,Customer Service,Nanaimo,Stores,51,3.97,107.78
648,M,Kelowna,Cashier,Customer Service,Kelowna,Stores,33,4.58,0
649,M,Whistler,Cashier,Customer Service,Squamish,Stores,46,5.62,37.84
650,F,Burns Lake,Cashier,Customer Service,Prince George,Stores,51,6.07,138.35
651,F,Richmond,Cashier,Customer Service,Richmond,Stores,57,3.64,179.31
652,M,Terrace,Cashier,Customer Service,Terrace,Stores,27,4.97,0
653,F,New Westminster,Cashier,Customer Service,New Westminster,Stores,50,4.55,136.45
654,M,Cranbrook,Cashier,Customer Service,Cranbrook,Stores,44,5.93,53.54
655,M,Victoria,Cashier,Customer Service,Victoria,Stores,40,5.7,51.19
656,F,Vancouver,Baker,Bakery,Vancouver,Stores,33,4.24,6.65
657,F,Grasmere,Cashier,Customer Service,Cranbrook,Stores,59,7.13,169.84
658,F,Vancouver,Baker,Bakery,Vancouver,Stores,46,6.17,89.48
659,F,Vancouver,Baker,Bakery,Vancouver,Stores,63,2.7,228.57
660,F,Port Coquitlam,Cashier,Customer Service,Port Coquitlam,Stores,41,5.37,57.87
661,F,Fort Nelson,Baker,Bakery,Fort Nelson,Stores,31,5.13,0
662,M,Langley,Baker,Bakery,Langley,Stores,40,6.33,54.91
663,F,Westwold,Cashier,Customer Service,Vernon,Stores,47,3.07,70.36
664,M,North Vancouver,Cashier,Customer Service,North Vancouver,Stores,44,1,46.64
665,M,Clearwater,Cashier,Customer Service,Kamloops,Stores,31,3.72,2.25
666,F,Summerland,Cashier,Customer Service,Kelowna,Stores,56,2.36,152.17
667,F,Surrey,Cashier,Customer Service,Surrey,Stores,33,7.05,0
668,M,Victoria,Cashier,Customer Service,Victoria,Stores,48,4.46,115.75
669,F,Sooke,Cashier,Customer Service,Victoria,Stores,26,4.34,0
670,F,Nelson,Cashier,Customer Service,Nelson,Stores,25,2.74,0
671,M,Kelowna,Cashier,Customer Service,Kelowna,Stores,54,4.88,80.76
672,M,Burnaby,Cashier,Customer Service,Burnaby,Stores,52,5.15,28.67
673,M,Osoyoos,Cashier,Customer Service,Kelowna,Stores,48,2.98,78.54
674,M,Vancouver,Baker,Bakery,Vancouver,Stores,34,4.36,0
675,M,New Westminster,Cashier,Customer Service,New Westminster,Stores,33,6.46,0
676,F,Vancouver,Baker,Bakery,Vancouver,Stores,43,2.07,67.85
677,F,New Westminster,Cashier,Customer Service,New Westminster,Stores,34,4.69,48.33
678,F,Campbell River,Cashier,Customer Service,Nanaimo,Stores,44,5.42,75.51
679,F,Prince George,Cashier,Customer Service,Prince George,Stores,43,2.56,120.79
680,F,Vancouver,Baker,Bakery,Vancouver,Stores,51,7.65,106.65
